LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,DONALD J TRUMP,CLAUDIA DE LA CRUZ,KAMALA D HARRIS,R F KENNEDY JR,CHASE OLIVER,JILL STEIN,
LA PUENTE,3330040B,6678,547,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
LA PUENTE,3330040B,6678,547,Y,1,TOTAL,0,0,0,0,0,0,0, 
LA RAMBLA,3350001A,6679,844,Y, ,POLLING PLACE,263,144,0,115,0,2,2, 
LA RAMBLA,3350001A,6679,844,Y, ,VBM PORTION,501,161,4,312,10,2,8, 
LA RAMBLA,3350001A,6679,844,Y,1225,TOTAL,764,305,4,427,10,4,10, 
LA VERNE,3400003B,369,223,N, ,POLLING PLACE,553,295,3,238,6,1,2, 
LA VERNE,3400003B,369,223,N, ,VBM PORTION,1115,399,5,671,13,3,8, 
LA VERNE,3400003B,369,223,N,2346,TOTAL,1668,694,8,909,19,4,10, 
LA VERNE,3400004A,370,224,N, ,POLLING PLACE,1042,658,5,345,10,1,12, 
LA VERNE,3400004A,370,224,N, ,VBM PORTION,2506,980,12,1413,25,7,21, 
LA VERNE,3400004A,370,224,N,4584,TOTAL,3548,1638,17,1758,35,8,33, 
LA VERNE,3400010A,371,234,N, ,POLLING PLACE,1071,761,1,268,9,6,9, 
LA VERNE,3400010A,371,234,N, ,VBM PORTION,2196,1053,6,1023,23,16,32, 
LA VERNE,3400010A,371,234,N,3999,TOTAL,3267,1814,7,1291,32,22,41, 
LA VERNE,3400011B,372,223,N, ,POLLING PLACE,930,601,4,299,10,1,7, 
LA VERNE,3400011B,372,223,N, ,VBM PORTION,2680,1031,4,1536,31,11,18, 
LA VERNE,3400011B,372,223,N,4565,TOTAL,3610,1632,8,1835,41,12,25, 
LA VERNE,3400012C,6680,234,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LA VERNE,3400012C,6680,234,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
LA VERNE,3400012C,6680,234,Y,0,TOTAL,0,0,0,0,0,0,0, 
LA VERNE,3400013A,6681,185,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LA VERNE,3400013A,6681,185,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
LA VERNE,3400013A,6681,185,Y,0,TOTAL,0,0,0,0,0,0,0, 
LA VERNE,3400014A,6682,234,Y, ,POLLING PLACE,169,110,1,54,1,1,0, 
LA VERNE,3400014A,6682,234,Y, ,VBM PORTION,381,150,1,204,8,6,5, 
LA VERNE,3400014A,6682,234,Y,690,TOTAL,550,260,2,258,9,7,5, 
LA VERNE,3400016A,6683,234,Y, ,POLLING PLACE,88,60,0,25,2,1,0, 
LA VERNE,3400016A,6683,234,Y, ,VBM PORTION,267,97,0,156,2,1,0, 
LA VERNE,3400016A,6683,234,Y,452,TOTAL,355,157,0,181,4,2,0, 
LA VERNE,3400018B,6684,228,Y, ,POLLING PLACE,42,31,0,7,0,1,1, 
LA VERNE,3400018B,6684,228,Y, ,VBM PORTION,145,69,1,70,1,0,1, 
LA VERNE,3400018B,6684,228,Y,235,TOTAL,187,100,1,77,1,1,2, 
LA VERNE,3400021A,6685,223,Y, ,POLLING PLACE,80,59,0,21,0,0,0, 
LA VERNE,3400021A,6685,223,Y, ,VBM PORTION,207,73,1,121,5,1,1, 
LA VERNE,3400021A,6685,223,Y,370,TOTAL,287,132,1,142,5,1,1, 
LA VERNE,3400037A,6686,224,Y, ,POLLING PLACE,68,44,0,22,0,0,1, 
LA VERNE,3400037A,6686,224,Y, ,VBM PORTION,251,83,1,157,4,1,3, 
LA VERNE,3400037A,6686,224,Y,393,TOTAL,319,127,1,179,4,1,4, 
LA VERNE,3400050A,373,224,N, ,POLLING PLACE,978,696,2,252,6,7,4, 
LA VERNE,3400050A,373,224,N, ,VBM PORTION,2563,1219,2,1207,29,14,25, 
LA VERNE,3400050A,373,224,N,4341,TOTAL,3541,1915,4,1459,35,21,29, 
LA VERNE,3400053B,6687,234,Y, ,POLLING PLACE,144,92,1,45,0,1,1, 
LA VERNE,3400053B,6687,234,Y, ,VBM PORTION,294,125,0,155,7,2,1, 
LA VERNE,3400053B,6687,234,Y,562,TOTAL,438,217,1,200,7,3,2, 
LADERA HEIGHTS,3430003A,6688,543,Y, ,POLLING PLACE,272,39,0,225,2,0,2, 
LADERA HEIGHTS,3430003A,6688,543,Y, ,VBM PORTION,1164,104,1,1027,4,0,10, 
LADERA HEIGHTS,3430003A,6688,543,Y,1864,TOTAL,1436,143,1,1252,6,0,12, 
LADERA HEIGHTS,3430003D,6689,542,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LADERA HEIGHTS,3430003D,6689,542,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
LADERA HEIGHTS,3430003D,6689,542,Y,0,TOTAL,0,0,0,0,0,0,0, 
LADERA HEIGHTS,3430007A,374,543,N, ,POLLING PLACE,546,65,6,452,7,1,5, 
LADERA HEIGHTS,3430007A,374,543,N, ,VBM PORTION,2591,194,8,2318,16,2,18, 
LADERA HEIGHTS,3430007A,374,543,N,4108,TOTAL,3137,259,14,2770,23,3,23, 
LADERA HEIGHTS,3430008A,6690,544,Y, ,POLLING PLACE,29,1,0,28,0,0,0, 
LADERA HEIGHTS,3430008A,6690,544,Y, ,VBM PORTION,104,6,0,98,0,0,0, 
LADERA HEIGHTS,3430008A,6690,544,Y,176,TOTAL,133,7,0,126,0,0,0, 
LADERA HEIGHTS,3430100C,6691,544,Y, ,POLLING PLACE,10,4,0,6,0,0,0, 
LADERA HEIGHTS,3430100C,6691,544,Y, ,VBM PORTION,23,6,0,17,0,0,0, 
LADERA HEIGHTS,3430100C,6691,544,Y,54,TOTAL,33,10,0,23,0,0,0, 
LAKEWOOD,3450003A,375,709,N, ,POLLING PLACE,713,412,0,275,6,3,2, 
LAKEWOOD,3450003A,375,709,N, ,VBM PORTION,1678,542,7,1030,37,9,20, 
LAKEWOOD,3450003A,375,709,N,3267,TOTAL,2391,954,7,1305,43,12,22, 
LAKEWOOD,3450010A,376,688,N, ,POLLING PLACE,675,404,0,245,8,1,3, 
LAKEWOOD,3450010A,376,688,N, ,VBM PORTION,1616,591,5,954,26,7,10, 
LAKEWOOD,3450010A,376,688,N,3091,TOTAL,2291,995,5,1199,34,8,13, 
LAKEWOOD,3450012A,377,709,N, ,POLLING PLACE,760,415,3,312,10,4,3, 
LAKEWOOD,3450012A,377,709,N, ,VBM PORTION,1733,587,9,1059,29,6,12, 
LAKEWOOD,3450012A,377,709,N,3529,TOTAL,2493,1002,12,1371,39,10,15, 
LAKEWOOD,3450019A,6692,688,Y, ,POLLING PLACE,334,200,1,106,8,0,10, 
LAKEWOOD,3450019A,6692,688,Y, ,VBM PORTION,1022,400,3,582,12,2,4, 
LAKEWOOD,3450019A,6692,688,Y,1816,TOTAL,1356,600,4,688,20,2,14, 
LAKEWOOD,3450020A,6693,710,Y, ,POLLING PLACE,264,168,1,87,3,0,2, 
LAKEWOOD,3450020A,6693,710,Y, ,VBM PORTION,681,209,3,446,11,2,0, 
LAKEWOOD,3450020A,6693,710,Y,1277,TOTAL,945,377,4,533,14,2,2, 
LAKEWOOD,3450021A,378,689,N, ,POLLING PLACE,516,297,1,204,4,4,2, 
LAKEWOOD,3450021A,378,689,N, ,VBM PORTION,1419,556,8,803,19,6,5, 
LAKEWOOD,3450021A,378,689,N,2632,TOTAL,1935,853,9,1007,23,10,7, 
LAKEWOOD,3450023A,379,689,N, ,POLLING PLACE,569,370,3,176,4,3,7, 
LAKEWOOD,3450023A,379,689,N, ,VBM PORTION,1431,598,1,763,26,4,8, 
LAKEWOOD,3450023A,379,689,N,2514,TOTAL,2000,968,4,939,30,7,15, 
LAKEWOOD,3450025D,6694,710,Y, ,POLLING PLACE,21,9,0,12,0,0,0, 
LAKEWOOD,3450025D,6694,710,Y, ,VBM PORTION,57,18,0,39,0,0,0, 
LAKEWOOD,3450025D,6694,710,Y,103,TOTAL,78,27,0,51,0,0,0, 
LAKEWOOD,3450030D,6695,711,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LAKEWOOD,3450030D,6695,711,Y, ,VBM PORTION,1,0,0,1,0,0,0, 
LAKEWOOD,3450030D,6695,711,Y,10,TOTAL,1,0,0,1,0,0,0, 
LAKEWOOD,3450031A,6696,708,Y, ,POLLING PLACE,340,178,2,141,10,3,3, 
LAKEWOOD,3450031A,6696,708,Y, ,VBM PORTION,1085,311,6,726,11,6,8, 
LAKEWOOD,3450031A,6696,708,Y,1919,TOTAL,1425,489,8,867,21,9,11, 
LAKEWOOD,3450042A,380,710,N, ,POLLING PLACE,825,396,11,389,15,0,8, 
LAKEWOOD,3450042A,380,710,N, ,VBM PORTION,2340,667,13,1558,32,7,30, 
LAKEWOOD,3450042A,380,710,N,4372,TOTAL,3165,1063,24,1947,47,7,38, 
LAKEWOOD,3450045A,381,710,N, ,POLLING PLACE,720,357,2,333,13,2,5, 
LAKEWOOD,3450045A,381,710,N, ,VBM PORTION,1709,534,9,1104,15,5,10, 
LAKEWOOD,3450045A,381,710,N,3259,TOTAL,2429,891,11,1437,28,7,15, 
LAKEWOOD,3450046A,382,710,N, ,POLLING PLACE,876,446,4,391,9,1,11, 
LAKEWOOD,3450046A,382,710,N, ,VBM PORTION,2366,671,14,1586,26,9,15, 
LAKEWOOD,3450046A,382,710,N,4451,TOTAL,3242,1117,18,1977,35,10,26, 
LAKEWOOD,3450049A,6697,708,Y, ,POLLING PLACE,204,107,0,87,2,2,0, 
LAKEWOOD,3450049A,6697,708,Y, ,VBM PORTION,475,125,1,329,3,1,9, 
LAKEWOOD,3450049A,6697,708,Y,1028,TOTAL,679,232,1,416,5,3,9, 
LAKEWOOD,3450054A,383,689,N, ,POLLING PLACE,729,440,2,259,12,3,4, 
LAKEWOOD,3450054A,383,689,N, ,VBM PORTION,1598,543,6,972,22,8,8, 
LAKEWOOD,3450054A,383,689,N,2994,TOTAL,2327,983,8,1231,34,11,12, 
LAKEWOOD,3450058A,6698,711,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LAKEWOOD,3450058A,6698,711,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
LAKEWOOD,3450058A,6698,711,Y,0,TOTAL,0,0,0,0,0,0,0, 
LAKEWOOD,3450059A,384,689,N, ,POLLING PLACE,834,540,3,271,2,1,2, 
LAKEWOOD,3450059A,384,689,N, ,VBM PORTION,2545,1000,11,1419,38,9,12, 
LAKEWOOD,3450059A,384,689,N,4363,TOTAL,3379,1540,14,1690,40,10,14, 
LAKEWOOD,3450064A,385,689,N, ,POLLING PLACE,730,463,3,237,12,0,3, 
LAKEWOOD,3450064A,385,689,N, ,VBM PORTION,1886,702,7,1075,28,11,16, 
LAKEWOOD,3450064A,385,689,N,3379,TOTAL,2616,1165,10,1312,40,11,19, 
LAKEWOOD,3450065A,6699,897,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LAKEWOOD,3450065A,6699,897,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
LAKEWOOD,3450065A,6699,897,Y,0,TOTAL,0,0,0,0,0,0,0, 
LAKEWOOD,3450070A,6700,688,Y, ,POLLING PLACE,457,232,4,200,11,5,1, 
LAKEWOOD,3450070A,6700,688,Y, ,VBM PORTION,1018,343,4,633,12,1,8, 
LAKEWOOD,3450070A,6700,688,Y,2116,TOTAL,1475,575,8,833,23,6,9, 
LAKEWOOD,3450071A,6701,710,Y, ,POLLING PLACE,5,3,0,1,1,0,0, 
LAKEWOOD,3450071A,6701,710,Y, ,VBM PORTION,15,7,0,7,0,1,0, 
LAKEWOOD,3450071A,6701,710,Y,24,TOTAL,20,10,0,8,1,1,0, 
LAKEWOOD,3450072A,386,688,N, ,POLLING PLACE,635,279,4,321,12,1,5, 
LAKEWOOD,3450072A,386,688,N, ,VBM PORTION,1467,471,10,928,25,6,11, 
LAKEWOOD,3450072A,386,688,N,3498,TOTAL,2102,750,14,1249,37,7,16, 
LAKEWOOD,3450073A,387,688,N, ,POLLING PLACE,733,334,4,378,9,0,4, 
LAKEWOOD,3450073A,387,688,N, ,VBM PORTION,1842,592,7,1156,28,3,23, 
LAKEWOOD,3450073A,387,688,N,4250,TOTAL,2575,926,11,1534,37,3,27, 
LAKEWOOD,3450078A,6702,687,Y, ,POLLING PLACE,118,67,0,44,1,0,2, 
LAKEWOOD,3450078A,6702,687,Y, ,VBM PORTION,335,118,0,204,3,0,3, 
LAKEWOOD,3450078A,6702,687,Y,662,TOTAL,453,185,0,248,4,0,5, 
LAKEWOOD,3450081A,6703,712,Y, ,POLLING PLACE,250,122,0,114,6,0,1, 
LAKEWOOD,3450081A,6703,712,Y, ,VBM PORTION,758,241,2,492,11,0,3, 
LAKEWOOD,3450081A,6703,712,Y,1481,TOTAL,1008,363,2,606,17,0,4, 
LAKEWOOD,3450084A,6704,712,Y, ,POLLING PLACE,36,21,0,12,3,0,0, 
LAKEWOOD,3450084A,6704,712,Y, ,VBM PORTION,47,26,0,20,1,0,0, 
LAKEWOOD,3450084A,6704,712,Y,127,TOTAL,83,47,0,32,4,0,0, 
LAMANDA,3500001A,6705,209,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LAMANDA,3500001A,6705,209,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
LAMANDA,3500001A,6705,209,Y,0,TOTAL,0,0,0,0,0,0,0, 
LAMANDA,3500013A,6706,171,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LAMANDA,3500013A,6706,171,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
LAMANDA,3500013A,6706,171,Y,0,TOTAL,0,0,0,0,0,0,0, 
LAMANDA,3500015A,6707,227,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LAMANDA,3500015A,6707,227,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
LAMANDA,3500015A,6707,227,Y,0,TOTAL,0,0,0,0,0,0,0, 
LAMANDA,3500016A,6708,205,Y, ,POLLING PLACE,5,5,0,0,0,0,0, 
LAMANDA,3500016A,6708,205,Y, ,VBM PORTION,6,5,0,1,0,0,0, 
LAMANDA,3500016A,6708,205,Y,16,TOTAL,11,10,0,1,0,0,0, 
LAMANDA,3500017A,6709,201,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LAMANDA,3500017A,6709,201,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
LAMANDA,3500017A,6709,201,Y,0,TOTAL,0,0,0,0,0,0,0, 
LAMANDA,3500018A,6710,184,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LAMANDA,3500018A,6710,184,Y, ,VBM PORTION,1,0,0,1,0,0,0, 
LAMANDA,3500018A,6710,184,Y,1,TOTAL,1,0,0,1,0,0,0, 
LAMANDA,3500019A,6711,188,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LAMANDA,3500019A,6711,188,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
LAMANDA,3500019A,6711,188,Y,0,TOTAL,0,0,0,0,0,0,0, 
LAMANDA,3500055A,6712,205,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LAMANDA,3500055A,6712,205,Y, ,VBM PORTION,1,0,0,0,0,0,0, 
LAMANDA,3500055A,6712,205,Y,1,TOTAL,1,0,0,0,0,0,0, 
LANCASTER,3550001A,6713,16,Y, ,POLLING PLACE,63,38,1,22,0,0,0, 
LANCASTER,3550001A,6713,16,Y, ,VBM PORTION,114,41,0,70,1,0,2, 
LANCASTER,3550001A,6713,16,Y,307,TOTAL,177,79,1,92,1,0,2, 
LANCASTER,3550005A,388,62,N, ,POLLING PLACE,725,307,2,373,21,3,6, 
LANCASTER,3550005A,388,62,N, ,VBM PORTION,1372,421,8,875,28,6,5, 
LANCASTER,3550005A,388,62,N,4469,TOTAL,2097,728,10,1248,49,9,11, 
LANCASTER,3550011B,6714,58,Y, ,POLLING PLACE,302,140,1,148,6,1,0, 
LANCASTER,3550011B,6714,58,Y, ,VBM PORTION,714,230,3,453,15,1,5, 
LANCASTER,3550011B,6714,58,Y,1851,TOTAL,1016,370,4,601,21,2,5, 
LANCASTER,3550014A,389,57,N, ,POLLING PLACE,512,291,1,200,12,2,3, 
LANCASTER,3550014A,389,57,N, ,VBM PORTION,1023,404,4,569,19,3,8, 
LANCASTER,3550014A,389,57,N,2921,TOTAL,1535,695,5,769,31,5,11, 
LANCASTER,3550019A,390,62,N, ,POLLING PLACE,738,365,5,341,8,3,3, 
LANCASTER,3550019A,390,62,N, ,VBM PORTION,1524,514,6,947,26,5,9, 
LANCASTER,3550019A,390,62,N,4100,TOTAL,2262,879,11,1288,34,8,12, 
LANCASTER,3550022A,6715,62,Y, ,POLLING PLACE,282,125,0,143,5,3,3, 
LANCASTER,3550022A,6715,62,Y, ,VBM PORTION,475,174,3,277,12,2,1, 
LANCASTER,3550022A,6715,62,Y,1508,TOTAL,757,299,3,420,17,5,4, 
LANCASTER,3550025A,391,58,N, ,POLLING PLACE,701,364,6,306,14,1,3, 
LANCASTER,3550025A,391,58,N, ,VBM PORTION,1447,454,9,917,17,7,13, 
LANCASTER,3550025A,391,58,N,3772,TOTAL,2148,818,15,1223,31,8,16, 
LANCASTER,3550026A,392,61,N, ,POLLING PLACE,759,412,5,320,11,1,4, 
LANCASTER,3550026A,392,61,N, ,VBM PORTION,1325,537,6,724,24,6,6, 
LANCASTER,3550026A,392,61,N,3270,TOTAL,2084,949,11,1044,35,7,10, 
LANCASTER,3550027A,6716,62,Y, ,POLLING PLACE,208,68,0,127,7,1,1, 
LANCASTER,3550027A,6716,62,Y, ,VBM PORTION,438,82,3,336,6,1,3, 
LANCASTER,3550027A,6716,62,Y,1165,TOTAL,646,150,3,463,13,2,4, 
LANCASTER,3550028A,393,58,N, ,POLLING PLACE,570,269,5,282,6,1,1, 
LANCASTER,3550028A,393,58,N, ,VBM PORTION,1037,309,7,679,22,1,2, 
LANCASTER,3550028A,393,58,N,3352,TOTAL,1607,578,12,961,28,2,3, 
LANCASTER,3550036A,6717,58,Y, ,POLLING PLACE,331,180,1,133,12,0,0, 
LANCASTER,3550036A,6717,58,Y, ,VBM PORTION,529,169,2,336,9,4,3, 
LANCASTER,3550036A,6717,58,Y,1747,TOTAL,860,349,3,469,21,4,3, 
LANCASTER,3550038A,6718,19,Y, ,POLLING PLACE,334,212,2,110,3,2,2, 
LANCASTER,3550038A,6718,19,Y, ,VBM PORTION,663,259,4,373,7,5,2, 
LANCASTER,3550038A,6718,19,Y,1376,TOTAL,997,471,6,483,10,7,4, 
LANCASTER,3550042A,394,62,N, ,POLLING PLACE,698,312,2,352,18,1,1, 
LANCASTER,3550042A,394,62,N, ,VBM PORTION,1579,435,7,1061,33,5,16, 
LANCASTER,3550042A,394,62,N,4181,TOTAL,2277,747,9,1413,51,6,17, 
LANCASTER,3550054A,395,62,N, ,POLLING PLACE,821,397,4,398,3,1,6, 
LANCASTER,3550054A,395,62,N, ,VBM PORTION,1698,551,12,1059,33,7,7, 
LANCASTER,3550054A,395,62,N,4832,TOTAL,2519,948,16,1457,36,8,13, 
LANCASTER,3550058A,396,15,N, ,POLLING PLACE,606,444,0,143,8,1,2, 
LANCASTER,3550058A,396,15,N, ,VBM PORTION,1547,824,5,649,25,11,5, 
LANCASTER,3550058A,396,15,N,2881,TOTAL,2153,1268,5,792,33,12,7, 
LANCASTER,3550061A,397,16,N, ,POLLING PLACE,953,619,3,299,21,0,4, 
LANCASTER,3550061A,397,16,N, ,VBM PORTION,2268,990,7,1170,36,13,9, 
LANCASTER,3550061A,397,16,N,4795,TOTAL,3221,1609,10,1469,57,13,13, 
LANCASTER,3550065B,6719,61,Y, ,POLLING PLACE,73,55,0,16,1,0,0, 
LANCASTER,3550065B,6719,61,Y, ,VBM PORTION,176,102,0,70,2,0,0, 
LANCASTER,3550065B,6719,61,Y,364,TOTAL,249,157,0,86,3,0,0, 
LANCASTER,3550065H,6720,61,Y, ,POLLING PLACE,3,3,0,0,0,0,0, 
LANCASTER,3550065H,6720,61,Y, ,VBM PORTION,17,13,0,4,0,0,0, 
LANCASTER,3550065H,6720,61,Y,46,TOTAL,20,16,0,4,0,0,0, 
LANCASTER,3550068A,398,58,N, ,POLLING PLACE,597,362,2,218,11,0,1, 
LANCASTER,3550068A,398,58,N, ,VBM PORTION,1309,515,9,721,28,8,8, 
LANCASTER,3550068A,398,58,N,3058,TOTAL,1906,877,11,939,39,8,9, 
LANCASTER,3550069A,6721,19,Y, ,POLLING PLACE,348,227,2,102,7,3,3, 
LANCASTER,3550069A,6721,19,Y, ,VBM PORTION,834,325,7,465,11,3,5, 
LANCASTER,3550069A,6721,19,Y,1700,TOTAL,1182,552,9,567,18,6,8, 
LANCASTER,3550076A,399,61,N, ,POLLING PLACE,559,280,4,255,10,1,1, 
LANCASTER,3550076A,399,61,N, ,VBM PORTION,1299,466,5,781,23,2,7, 
LANCASTER,3550076A,399,61,N,3251,TOTAL,1858,746,9,1036,33,3,8, 
LANCASTER,3550080A,400,16,N, ,POLLING PLACE,816,528,3,263,10,3,4, 
LANCASTER,3550080A,400,16,N, ,VBM PORTION,1923,818,9,1000,33,13,9, 
LANCASTER,3550080A,400,16,N,4202,TOTAL,2739,1346,12,1263,43,16,13, 
LANCASTER,3550084A,6722,1,Y, ,POLLING PLACE,570,384,2,167,10,0,2, 
LANCASTER,3550084A,6722,1,Y, ,VBM PORTION,1053,495,1,523,14,2,7, 
LANCASTER,3550084A,6722,1,Y,2317,TOTAL,1623,879,3,690,24,2,9, 
LANCASTER,3550086B,6723,15,Y, ,POLLING PLACE,1,1,0,0,0,0,0, 
LANCASTER,3550086B,6723,15,Y, ,VBM PORTION,2,0,0,2,0,0,0, 
LANCASTER,3550086B,6723,15,Y,6,TOTAL,3,1,0,2,0,0,0, 
LANCASTER,3550090A,401,16,N, ,POLLING PLACE,1051,627,2,386,18,2,9, 
LANCASTER,3550090A,401,16,N, ,VBM PORTION,2251,840,16,1289,40,8,25, 
LANCASTER,3550090A,401,16,N,4946,TOTAL,3302,1467,18,1675,58,10,34, 
LANCASTER,3550094A,402,16,N, ,POLLING PLACE,830,537,2,255,19,2,1, 
LANCASTER,3550094A,402,16,N, ,VBM PORTION,2053,833,3,1120,32,11,14, 
LANCASTER,3550094A,402,16,N,4328,TOTAL,2883,1370,5,1375,51,13,15, 
LANCASTER,3550098A,403,62,N, ,POLLING PLACE,666,296,1,345,10,2,1, 
LANCASTER,3550098A,403,62,N, ,VBM PORTION,1635,508,4,1048,32,6,11, 
LANCASTER,3550098A,403,62,N,4097,TOTAL,2301,804,5,1393,42,8,12, 
LANCASTER,3550099A,404,61,N, ,POLLING PLACE,757,367,4,356,17,2,2, 
LANCASTER,3550099A,404,61,N, ,VBM PORTION,1476,475,6,933,21,5,11, 
LANCASTER,3550099A,404,61,N,4134,TOTAL,2233,842,10,1289,38,7,13, 
LANCASTER,3550119A,405,1,N, ,POLLING PLACE,971,674,0,269,11,3,7, 
LANCASTER,3550119A,405,1,N, ,VBM PORTION,2059,1000,5,962,29,17,3, 
LANCASTER,3550119A,405,1,N,4178,TOTAL,3030,1674,5,1231,40,20,10, 
LANCASTER,3550124B,6724,61,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
LANCASTER,3550124B,6724,61,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
LANCASTER,3550124B,6724,61,Y,0,TOTAL,0,0,0,0,0,0,0, 
LANCASTER,3550133A,406,20,N, ,POLLING PLACE,726,412,6,290,8,1,0, 
LANCASTER,3550133A,406,20,N, ,VBM PORTION,1438,605,7,771,22,8,6, 
LANCASTER,3550133A,406,20,N,3058,TOTAL,2164,1017,13,1061,30,9,6, 
LANCASTER,3550138A,6725,58,Y, ,POLLING PLACE,241,152,1,76,5,1,1, 
LANCASTER,3550138A,6725,58,Y, ,VBM PORTION,572,207,3,338,10,2,3, 
LANCASTER,3550138A,6725,58,Y,1358,TOTAL,813,359,4,414,15,3,4, 
LANCASTER,3550140A,407,62,N, ,POLLING PLACE,616,310,3,274,12,4,3, 
LANCASTER,3550140A,407,62,N, ,VBM PORTION,1416,505,10,848,20,2,7, 
LANCASTER,3550140A,407,62,N,3379,TOTAL,2032,815,13,1122,32,6,10, 
LANCASTER,3550145A,6726,16,Y, ,POLLING PLACE,153,87,0,65,1,0,0, 
LANCASTER,3550145A,6726,16,Y, ,VBM PORTION,309,100,1,192,7,3,0, 
LANCASTER,3550145A,6726,16,Y,723,TOTAL,462,187,1,257,8,3,0, 
LANCASTER,3550151A,6727,58,Y, ,POLLING PLACE,465,263,0,190,5,1,3, 
LANCASTER,3550151A,6727,58,Y, ,VBM PORTION,1129,398,4,675,19,8,4, 
LANCASTER,3550151A,6727,58,Y,2493,TOTAL,1594,661,4,865,24,9,7, 
LAWNDALE,3650001A,408,651,N, ,POLLING PLACE,695,277,7,381,6,4,12, 
LAWNDALE,3650001A,408,651,N, ,VBM PORTION,1701,423,17,1182,37,2,22, 
LAWNDALE,3650001A,408,651,N,3947,TOTAL,2396,700,24,1563,43,6,34, 
LAWNDALE,3650002J,6728,652,Y, ,POLLING PLACE,2,2,0,0,0,0,0, 
LAWNDALE,3650002J,6728,652,Y, ,VBM PORTION,2,0,0,2,0,0,0, 
LAWNDALE,3650002J,6728,652,Y,10,TOTAL,4,2,0,2,0,0,0, 
LAWNDALE,3650004A,409,651,N, ,POLLING PLACE,559,233,4,303,6,1,4, 
LAWNDALE,3650004A,409,651,N, ,VBM PORTION,1219,330,11,820,12,2,14, 
LAWNDALE,3650004A,409,651,N,3091,TOTAL,1778,563,15,1123,18,3,18, 
LAWNDALE,3650005B,6729,652,Y, ,POLLING PLACE,61,18,1,40,0,0,1, 
LAWNDALE,3650005B,6729,652,Y, ,VBM PORTION,111,29,1,79,0,2,0, 
LAWNDALE,3650005B,6729,652,Y,285,TOTAL,172,47,2,119,0,2,1, 
LAWNDALE,3650015A,410,651,N, ,POLLING PLACE,537,241,5,267,12,4,6, 
LAWNDALE,3650015A,410,651,N, ,VBM PORTION,1312,371,11,865,27,4,20, 
LAWNDALE,3650015A,410,651,N,3147,TOTAL,1849,612,16,1132,39,8,26, 
LAWNDALE,3650018B,411,651,N, ,POLLING PLACE,546,292,3,234,7,0,2, 
LAWNDALE,3650018B,411,651,N, ,VBM PORTION,1358,371,8,916,16,0,25, 
LAWNDALE,3650018B,411,651,N,3243,TOTAL,1904,663,11,1150,23,0,27, 
LAWNDALE,3650022A,412,651,N, ,POLLING PLACE,484,230,0,238,8,0,4, 
LAWNDALE,3650022A,412,651,N, ,VBM PORTION,1171,338,6,763,22,6,18, 
LAWNDALE,3650022A,412,651,N,2687,TOTAL,1655,568,6,1001,30,6,22, 
LENNOX,3670001A,413,653,N, ,POLLING PLACE,537,209,10,301,7,1,0, 
LENNOX,3670001A,413,653,N, ,VBM PORTION,924,208,10,667,15,0,13, 
LENNOX,3670001A,413,653,N,2895,TOTAL,1461,417,20,968,22,1,13, 
LENNOX,3670002A,414,653,N, ,POLLING PLACE,548,177,6,352,7,0,4, 
LENNOX,3670002A,414,653,N, ,VBM PORTION,941,167,6,718,9,3,16, 
LENNOX,3670002A,414,653,N,2982,TOTAL,1489,344,12,1070,16,3,20, 
LENNOX,3670013A,415,653,N, ,POLLING PLACE,556,164,8,373,3,1,2, 
LENNOX,3670013A,415,653,N, ,VBM PORTION,962,218,6,690,17,3,12, 
LENNOX,3670013A,415,653,N,3096,TOTAL,1518,382,14,1063,20,4,14, 
LEONA VALLEY,3680001A,6730,5,Y, ,POLLING PLACE,274,234,0,27,3,1,5, 
LEONA VALLEY,3680001A,6730,5,Y, ,VBM PORTION,576,374,1,177,6,1,5, 
